ticker,vcp_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,ml_score,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,cerebro_signal,cerebro_score_adj,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage
COST,0.0,Costco Wholesale Corporation,66.6,Consumer Defensive,Discount Stores,75.0,70.0,46.7,75.0,60.0,987.21,438192340992.0,35.0,25.0,False,flat,6.9,True,1.0,10.1,True,1.0,1.4,3.8,False,1067.08,-7.5,3.0,False,"{'roe_pct': 29.7, 'debt_to_equity': 0.6, 'current_ratio': 1.06, 'operating_margin_pct': 3.7}","{'eps_growth_yoy': np.float64(6.9), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 3.0}",1070.59,1315.0,650.0,32.0,buy,8.4,639.52,-35.2,576.0,-41.7,1.53,15.08,0.6,27.0,0.6,True,-0.21,77.5,45.5,41.0,2026-05-28,False,False,7.0,NEUTRAL,2.52,30.6,0.97,,,,,,50.0,25.0,0.0,15.0,20.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,440.9,23.0,35.0,35.0,False,flat,25.0,0.0,True,1.0,True,1.0,5.0,2.0,22.0,95.5,Top 10%,43.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,38.64,0.0,0.0,0.0,3.0,5.0,1.05,0.0,5.0,93.0,0,,WATCH,0.0,15.66,⚪ WEAK,🔴 Weak,,,,,,,,False,1,1.018,False,-7.1,17.12,-2.42,sideways,stage1
TYL,0.0,"Tyler Technologies, Inc.",48.2,Technology,Software - Application,50.0,50.0,15.0,75.0,65.0,339.84,14608138240.0,15.0,9.2,False,down,-19.1,False,0.0,1.8,False,0.0,5.2,3.8,False,621.34,-45.3,1.0,False,"{'roe_pct': 8.9, 'debt_to_equity': 0.17, 'current_ratio': 1.05, 'operating_margin_pct': 13.2}","{'eps_growth_yoy': np.float64(-19.1), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.5}",441.1,650.0,325.0,21.0,buy,29.8,174.53,-48.6,72.0,-78.8,3.45,11.86,,,,True,-1.18,79.1,1.1,12.0,2026-04-29,False,True,8.0,STRONG,2.79,139.0,21.77,,,,,,50.0,0.5,0.0,15.0,14.5,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 55% up volume)",MEDIUM_FLOAT,42.7,20.0,29.5,15.0,False,down,9.2,0.0,False,0.0,False,0.0,0.0,15.0,22.0,36.4,Bajo 50%,11.1,0.0,1.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,38.28,0.0,3.0,0.0,3.0,1.0,3.72,3.0,10.0,58.0,0,,WATCH,3.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,1,0.696,False,-45.31,19.78,-38.4,sideways,stage4
DSGX,0.0,The Descartes Systems Group Inc,67.8,Technology,Software - Application,95.0,60.0,24.0,90.0,60.0,75.8,6520642048.0,15.0,14.5,False,up,25.8,False,0.0,14.2,False,0.0,,2.6,False,117.35,-35.4,1.0,False,"{'roe_pct': 10.9, 'debt_to_equity': 0.01, 'current_ratio': 2.16, 'operating_margin_pct': 31.2}","{'eps_growth_yoy': np.float64(25.8), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}",101.0,126.0,82.0,13.0,none,33.2,83.52,10.2,39.27,-48.2,3.62,2.75,,,,False,,225.5,10.5,47.0,2026-06-03,False,False,6.0,NEUTRAL,3.53,77.7,1.12,,,,,,50.0,7.299999999999997,0.0,15.0,20.3,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,75,"Strong institutional buying (1.5x ratio, 59% up volume)",HIGH_FLOAT,85.7,20.0,35.3,15.0,False,up,14.5,2.0,False,0.0,False,0.0,0.0,15.0,22.0,36.4,Bajo 50%,11.1,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,38.12,0.0,3.0,0.0,0.0,3.0,4.15,3.0,2.0,65.0,0,,,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,1,1.042,False,-35.41,21.16,-27.73,sideways,stage4
ZTS,0.0,Zoetis Inc.,52.5,Healthcare,Drug Manufacturers - Specialty & Generic,55.0,60.0,24.0,65.0,65.0,119.04,50250084352.0,15.0,0.0,False,down,-4.4,False,0.0,7.5,True,1.0,4.1,3.6,False,172.23,-30.9,0.0,False,"{'roe_pct': 66.0, 'debt_to_equity': 2.8, 'current_ratio': 3.03, 'operating_margin_pct': 34.7}","{'eps_growth_yoy': np.float64(-4.4), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.2}",150.29,190.0,127.0,17.0,buy,26.3,71.45,-40.0,60.2,-49.4,3.56,4.26,1.78,33.2,0.9,True,-6.44,16.1,4.3,20.0,2026-05-07,False,True,6.0,NEUTRAL,6.26,42.1,2.58,,,,,,50.0,0.0,0.0,15.0,15.8,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 50% up volume)",MEGA_FLOAT,421.3,23.0,30.8,15.0,False,down,0.0,0.0,False,0.0,True,1.0,2.0,,22.0,,Sin datos suficientes,0.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,37.7,0.0,3.0,3.0,3.0,1.0,3.29,3.0,2.0,45.0,0,,,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,0,0.822,False,-30.11,5.08,-21.68,downtrend,stage1
MCD,0.0,McDonald's Corporation,61.2,Consumer Cyclical,Restaurants,85.0,60.0,36.0,50.0,60.0,306.96,218195656704.0,15.0,3.8,False,down,15.8,False,0.0,17.7,False,0.0,1.4,2.9,False,341.75,-10.2,4.0,False,"{'current_ratio': 0.95, 'operating_margin_pct': 45.1}","{'eps_growth_yoy': np.float64(15.8), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 31.9}",344.67,407.0,260.0,33.0,buy,12.3,162.17,-47.2,119.4,-61.1,2.89,8.86,2.42,60.0,2.2,True,-0.94,7.9,5.7,20.0,2026-05-07,False,True,6.0,NEUTRAL,4.59,29.1,2.61,,,,,,50.0,3.0,0.0,15.0,18.4,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 42% up volume)",MEGA_FLOAT,709.4,38.0,33.4,15.0,False,down,3.8,0.0,False,0.0,False,0.0,0.0,,22.0,,Sin datos suficientes,3.8,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,37.48,0.0,0.0,3.0,3.0,3.0,1.54,0.0,2.0,67.0,0,,,0.0,15.12,⚪ WEAK,🔴 Weak,,,,,,,,False,2,0.881,False,-9.68,10.17,-4.36,sideways,stage2
TNE.AX,0.0,TECH ONE FPO [TNE],58.9,Technology,Software - Application,60.0,50.0,40.5,95.0,60.0,30.83,10092772352.0,,,,,,,0.0,,,0.0,,,False,42.88,-28.1,2.0,False,"{'roe_pct': 33.2, 'debt_to_equity': 0.12, 'current_ratio': 1.14, 'operating_margin_pct': 30.5}",{'profit_margin_pct': 23.0},31.42,38.7,22.0,16.0,buy,1.9,8.34,-72.9,4.2,-86.4,1.62,0.5,0.87,57.4,1.01,,,,6.0,31.0,2026-05-19,False,False,3.0,NEUTRAL,1.9,162.9,8.57,,,,,,50.0,4.700000000000003,0.0,15.0,17.7,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,75,"Strong institutional buying (1.7x ratio, 61% up volume)",MEGA_FLOAT,294.0,23.0,32.7,,,,,0.0,,0.0,,0.0,0.0,15.0,22.0,36.4,Bajo 50%,11.1,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,37.16,0.0,0.0,0.0,0.0,3.0,0.24,-3.0,0.0,60.0,0,,WATCH,-3.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,1,1.172,False,-27.37,53.08,-26.13,sideways,stage4
VEEV,0.0,Veeva Systems Inc.,62.8,Healthcare,Health Information Services,75.0,70.0,15.0,85.0,70.0,167.69,27565193216.0,15.0,5.9,False,down,7.0,False,0.0,10.1,True,1.0,3.4,2.4,False,310.5,-46.0,0.0,False,"{'roe_pct': 13.9, 'debt_to_equity': 0.01, 'current_ratio': 4.88, 'operating_margin_pct': 29.4}","{'eps_growth_yoy': np.float64(7.0), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.4}",266.97,350.0,176.0,29.0,buy,59.2,212.06,26.5,126.44,-24.6,3.8,6.42,,,,False,,191.2,23.2,40.0,2026-05-27,False,False,7.0,NEUTRAL,4.38,14.1,0.73,,,,,,50.0,0.7999999999999972,0.0,15.0,18.8,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 47% up volume)",HIGH_FLOAT,149.8,25.0,33.8,15.0,False,down,5.9,0.0,False,0.0,True,1.0,2.0,,22.0,,Sin datos suficientes,5.9,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,37.120000000000005,0.0,3.0,0.0,0.0,5.0,7.4,3.0,5.0,80.0,0,,WATCH,3.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,0,1.093,False,-45.99,13.27,-47.74,downtrend,stage1
SXYAY,0.0,SIKA AG,51.7,Basic Materials,Specialty Chemicals,50.0,50.0,38.7,70.0,60.0,19.15,30990229504.0,15.0,16.6,False,down,,,0.0,,,0.0,,,False,27.52,-30.4,1.0,False,"{'roe_pct': 15.2, 'debt_to_equity': 0.83, 'current_ratio': 1.25, 'operating_margin_pct': 10.7}",{'profit_margin_pct': 9.3},20.75,25.5,16.0,2.0,buy,8.4,10.75,-43.9,8.3,-56.7,3.78,0.73,2.41,55.2,1.3,,,,-23.2,,,False,False,7.0,NEUTRAL,19.36,45.5,,,,,,,50.0,0.0,0.0,15.0,15.5,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 47% up volume)",HIGH_FLOAT,160.2,25.0,30.5,15.0,False,down,16.6,0.0,,0.0,,0.0,0.0,9.0,22.0,63.6,Medio,25.7,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,36.88,0.0,3.0,3.0,0.0,-3.0,1.05,0.0,5.0,29.0,0,,WATCH,3.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,1,1.192,False,-28.33,25.19,-16.11,sideways,stage4
SBGSY,0.0,Schneider Electric SE,58.3,Industrials,Specialty Industrial Machinery,55.0,50.0,63.9,70.0,60.0,63.14,177391009792.0,60.0,71.5,False,up,,,0.0,,,0.0,,,False,65.67,-3.9,8.0,True,"{'roe_pct': 15.6, 'debt_to_equity': 0.81, 'current_ratio': 1.19, 'operating_margin_pct': 17.6}",{'profit_margin_pct': 10.4},72.0,72.0,72.0,2.0,strong_buy,14.0,20.87,-66.9,18.8,-70.2,2.25,1.42,1.38,48.2,1.82,,,,-3.1,104.0,2026-07-30,False,False,6.0,NEUTRAL,13.17,74.6,,,,,,,50.0,51.5,0.0,15.0,17.5,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 57% up volume)",MEGA_FLOAT,562.2,3.0,32.5,60.0,False,up,71.5,2.0,,0.0,,0.0,0.0,1.0,22.0,100.0,Top 10%,50.7,5.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,False,3/3,36.82,0.0,0.0,0.0,0.0,0.0,1.75,0.0,2.0,17.0,0,,WATCH,-3.0,35.83,⚪ WEAK,🔴 Weak,AVOID,35.0,Near ATH (-3.9% from high) - poor entry point,-3.9,NEUTRAL,STRONG_BUY,False,True,3,1.043,False,-3.85,42.78,3.59,uptrend,stage3
CME,0.0,CME Group Inc.,71.3,Financial Services,Financial Data & Stock Exchanges,95.0,60.0,50.3,85.0,50.0,296.22,107471011840.0,35.0,41.8,False,flat,23.7,True,1.0,0.4,True,1.0,1.4,2.3,False,329.16,-10.0,5.0,False,"{'roe_pct': 14.8, 'debt_to_equity': 0.13, 'current_ratio': 1.03, 'operating_margin_pct': 63.8}","{'eps_growth_yoy': np.float64(23.7), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 62.6}",312.93,362.0,241.0,15.0,hold,5.6,97.87,-67.0,335.1,13.1,0.78,2.31,1.76,44.8,3.41,True,-0.24,31.7,14.0,5.0,2026-04-22,True,False,6.0,NEUTRAL,5.22,101.4,0.66,BULLISH,0.0,70.0,1.0,0.0,50.0,47.4,0.0,15.0,21.4,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,357.0,8.0,36.4,35.0,False,flat,41.8,0.0,True,1.0,True,1.0,5.0,4.0,22.0,86.4,Top 25%,34.3,3.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,False,2/3,36.27,0.0,0.0,3.0,3.0,3.0,0.7,-3.0,2.0,30.0,0,,WATCH,-3.0,20.63,⚪ WEAK,🔴 Weak,HOLD,50.0,Close to ATH (-10.0% from high) - wait for pullback,-10.0,NEUTRAL,HOLD,False,False,2,1.012,False,-7.86,22.1,7.54,sideways,stage2
ABT,0.0,Abbott Laboratories,65.5,Healthcare,Medical Devices,100.0,60.0,15.0,70.0,70.0,95.47,165896585216.0,15.0,0.0,False,down,34.0,True,1.0,10.6,False,0.0,1.5,1.9,False,139.06,-31.3,0.0,False,"{'debt_to_equity': 0.27, 'operating_margin_pct': 12.0}","{'eps_growth_yoy': np.float64(34.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.9}",127.24,158.0,108.0,25.0,buy,33.3,,,35.7,-62.6,,,2.64,67.2,1.77,True,-0.54,18.2,-19.7,,,False,False,6.0,NEUTRAL,,42.0,,,,,,,50.0,0.0,0.0,15.0,19.6,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 38% up volume)",MEGA_FLOAT,1727.1,38.0,34.6,15.0,False,down,0.0,0.0,True,1.0,False,0.0,2.0,22.0,22.0,4.5,Bottom 25%,0.0,-3.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,36.2,0.0,0.0,3.0,3.0,-3.0,4.16,3.0,2.0,,0,,,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,0,0.99,False,-29.94,1.65,-31.5,downtrend,stage1
VLTO,0.0,Veralto Corp,63.7,Industrials,Pollution & Treatment Controls,80.0,50.0,36.0,90.0,65.0,90.54,22439737344.0,15.0,0.0,False,down,12.9,False,0.0,4.8,False,0.0,2.1,2.3,False,110.11,-17.8,1.0,False,"{'roe_pct': 36.5, 'debt_to_equity': 0.93, 'current_ratio': 1.67, 'operating_margin_pct': 22.7}","{'eps_growth_yoy': np.float64(12.9), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 17.1}",108.94,138.0,97.0,17.0,buy,20.3,71.57,-21.0,45.87,-49.3,3.63,3.32,0.57,12.2,,False,,13.2,12.2,11.0,2026-04-28,False,True,6.0,NEUTRAL,5.45,76.0,1.63,,,,,,50.0,0.0,0.0,15.0,19.1,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 36% up volume)",MEGA_FLOAT,247.3,38.0,34.1,15.0,False,down,0.0,0.0,False,0.0,False,0.0,0.0,,22.0,,Sin datos suficientes,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,36.18000000000001,0.0,3.0,0.0,0.0,3.0,2.54,1.0,2.0,31.0,0,,,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,0,0.756,False,-17.46,6.69,-16.96,downtrend,stage1
TMO,0.0,Thermo Fisher Scientific Inc,74.8,Healthcare,Diagnostics & Research,100.0,70.0,44.0,80.0,65.0,516.0,191756632064.0,35.0,31.1,False,down,30.3,True,1.0,17.9,True,1.0,1.1,1.9,False,643.99,-19.9,5.0,False,"{'roe_pct': 13.0, 'debt_to_equity': 0.77, 'current_ratio': 1.89, 'operating_margin_pct': 21.2}","{'eps_growth_yoy': np.float64(30.3), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 15.0}",648.28,750.0,520.0,25.0,strong_buy,25.6,226.35,-56.1,177.5,-65.6,2.29,11.82,0.34,9.7,0.25,True,-1.56,6.2,9.3,6.0,2026-04-23,True,False,5.0,NEUTRAL,3.91,36.2,2.04,,,,,,50.0,22.4,0.0,15.0,22.4,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MEGA_FLOAT,370.5,23.0,37.4,35.0,False,down,31.1,0.0,True,1.0,True,1.0,5.0,14.0,22.0,40.9,Bajo 50%,13.7,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,False,2/3,35.92,0.0,0.0,0.0,3.0,3.0,3.2,3.0,0.0,78.0,0,,,0.0,11.98,⚪ WEAK,🔴 Weak,,,,,,,,False,2,1.015,False,-19.8,34.22,-8.16,sideways,stage4
ORLY,0.0,"O'Reilly Automotive, Inc.",56.5,Consumer Cyclical,Auto Parts,80.0,50.0,36.0,45.0,60.0,92.71,77736132608.0,15.0,2.3,False,down,12.4,False,0.0,6.7,False,0.0,2.0,3.0,False,108.72,-14.7,3.0,False,"{'current_ratio': 0.77, 'operating_margin_pct': 18.8}","{'eps_growth_yoy': np.float64(12.4), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.3}",105.67,115.0,64.0,24.0,buy,14.0,28.45,-69.3,41.28,-55.5,1.33,1.23,,,,True,-2.7,14.8,13.9,12.0,2026-04-29,False,True,7.0,NEUTRAL,4.04,40.2,1.87,,,,,,50.0,9.0,0.0,15.0,17.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,830.8,23.0,32.0,15.0,False,down,2.3,0.0,False,0.0,False,0.0,0.0,19.0,22.0,18.2,Bottom 25%,6.9,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,35.599999999999994,0.0,0.0,0.0,3.0,3.0,1.75,0.0,5.0,70.0,0,,WATCH,0.0,14.65,⚪ WEAK,🔴 Weak,,,,,,,,False,1,0.743,False,-14.73,6.85,-15.3,sideways,stage1
AME,0.0,"AMETEK, Inc.",76.8,Industrials,Specialty Industrial Machinery,100.0,60.0,65.1,85.0,60.0,230.24,52740026368.0,60.0,71.2,False,flat,13.3,True,2.0,15.4,False,0.0,1.6,2.1,False,242.05,-4.9,8.0,True,"{'roe_pct': 14.6, 'debt_to_equity': 0.24, 'current_ratio': 1.06, 'operating_margin_pct': 27.5}","{'eps_growth_yoy': np.float64(13.3), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 20.0}",250.0,273.0,208.0,18.0,buy,8.6,88.94,-61.4,64.0,-72.2,2.56,5.89,0.59,19.4,0.62,True,-0.82,23.1,3.6,13.0,2026-04-30,False,True,6.0,NEUTRAL,3.43,144.0,7.34,,,,,,50.0,55.0,0.0,15.0,23.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,227.6,8.0,38.0,60.0,False,flat,71.2,0.0,True,2.0,False,0.0,5.0,1.0,22.0,100.0,Top 10%,50.7,5.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,False,2/3,35.52,0.0,0.0,0.0,3.0,1.0,1.08,0.0,2.0,49.0,0,,WATCH,-3.0,37.68,⚪ WEAK,🔴 Weak,AVOID,25.0,Near ATH (-4.9% from high) - poor entry point | Elevated P/E (36.0) - watch valuation,-4.9,NEUTRAL,BUY,False,True,3,0.999,False,-4.73,50.75,18.24,uptrend,stage3
DHR,0.0,Danaher Corporation,65.9,Healthcare,Diagnostics & Research,80.0,70.0,27.0,80.0,70.0,193.78,137137987584.0,15.0,0.3,False,down,24.0,False,0.0,19.1,True,1.0,1.1,1.7,False,242.8,-20.2,2.0,False,"{'roe_pct': 7.1, 'debt_to_equity': 0.37, 'current_ratio': 1.87, 'operating_margin_pct': 22.2}","{'eps_growth_yoy': np.float64(24.0), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.7}",256.82,310.0,220.0,22.0,strong_buy,32.5,140.41,-27.5,63.0,-67.5,3.32,6.44,0.83,25.4,0.42,True,-2.25,17.0,12.5,4.0,2026-04-21,True,False,5.0,NEUTRAL,2.96,39.2,1.7,,,,,,50.0,3.799999999999997,0.0,15.0,19.8,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,630.1,28.0,34.8,15.0,False,down,0.3,0.0,False,0.0,True,1.0,2.0,14.0,22.0,40.9,Bajo 50%,13.7,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,35.36,0.0,3.0,0.0,3.0,3.0,4.06,3.0,0.0,89.0,0,,,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,False,1,0.932,False,-20.02,8.28,-11.73,downtrend,stage1
TT,0.0,Trane Technologies plc,58.3,Industrials,Building Products & Equipment,50.0,50.0,63.9,80.0,60.0,460.27,102059810816.0,60.0,55.3,False,flat,-0.1,False,0.0,9.7,False,0.0,1.8,2.6,False,479.37,-4.0,6.0,False,"{'roe_pct': 37.0, 'debt_to_equity': 0.63, 'current_ratio': 1.25, 'operating_margin_pct': 15.5}","{'eps_growth_yoy': np.float64(-0.1), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.7}",484.54,559.0,394.0,23.0,buy,5.3,128.7,-72.0,131.2,-71.5,1.9,8.75,0.91,28.6,1.21,True,-1.45,17.2,-0.3,13.0,2026-04-30,False,True,9.0,STRONG,3.7,102.0,,,,,,,50.0,19.5,0.0,15.0,17.5,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 52% up volume)",MEGA_FLOAT,220.8,23.0,32.5,60.0,False,flat,55.3,0.0,False,0.0,False,0.0,0.0,,22.0,,Sin datos suficientes,55.3,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,2/3,35.32,0.0,0.0,0.0,3.0,0.0,0.66,-3.0,10.0,52.0,0,,WATCH,0.0,28.33,⚪ WEAK,🔴 Weak,,,,,,,,False,2,0.954,False,-3.75,45.7,3.13,uptrend,stage3
