ticker,company_name,source,signal_name,direction,timeframe,triggered_date,days_ago,description,strength,generated_at
NWG.L,NATWEST GROUP PLC ORD 107.69P,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +47.9% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
NWG.L,NATWEST GROUP PLC ORD 107.69P,portfolio,Rebote MA50,BULLISH,WEEKLY,2026-03-09,15,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-03-24 08:35
NWG.L,NATWEST GROUP PLC ORD 107.69P,portfolio,Toque Banda Inferior BB,BULLISH,WEEKLY,2026-03-23,1,Precio tocando banda inferior de Bollinger — zona de sobreventa estadística,2,2026-03-24 08:35
NWG.L,NATWEST GROUP PLC ORD 107.69P,portfolio,RSI Zona Baja,BULLISH,WEEKLY,2026-03-23,1,RSI 39.8 — presión vendedora cediendo,1,2026-03-24 08:35
OHI,nan,portfolio,Toque Banda Inferior BB,BULLISH,DAILY,2026-03-23,1,Precio tocando banda inferior de Bollinger — zona de sobreventa estadística,2,2026-03-24 08:35
OHI,nan,portfolio,RSI Zona Baja,BULLISH,DAILY,2026-03-23,1,RSI 35.0 — presión vendedora cediendo,1,2026-03-24 08:35
OHI,nan,portfolio,MACD Histograma Cayendo,BEARISH,DAILY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
OHI,nan,portfolio,Doji en Caída,BULLISH,DAILY,2026-03-18,6,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
OHI,nan,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +10.4% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
OHI,nan,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +45.2% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
OHI,nan,portfolio,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-23,1,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
OHI,nan,portfolio,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
OR.PA,L'OREAL,value_eu,Precio bajo MA50,BEARISH,DAILY,2026-03-24,0,Precio -8.1% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
OR.PA,L'OREAL,value_eu,Tendencia Bajista LH/LL,BEARISH,DAILY,2026-03-24,0,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
OR.PA,L'OREAL,value_eu,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-24,0,Precio a 5.7% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
OR.PA,L'OREAL,value_eu,RSI Zona Baja,BULLISH,DAILY,2026-03-24,0,RSI 33.8 — presión vendedora cediendo,1,2026-03-24 08:35
OR.PA,L'OREAL,value_eu,Doji en Caída,BULLISH,DAILY,2026-03-19,5,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
OR.PA,L'OREAL,value_eu,Golden Cross,BULLISH,WEEKLY,2026-02-23,29,MA50 cruzó por encima de MA200 — inicio de tendencia alcista de largo plazo,3,2026-03-24 08:35
OR.PA,L'OREAL,value_eu,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-09,15,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
OR.PA,L'OREAL,value_eu,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
OVLY,Oak Valley Bancorp (CA),value_us,Bearish Engulfing,BEARISH,DAILY,2026-03-20,4,Vela bajista que envuelve la alcista anterior — fuerte reversión vendedora,3,2026-03-24 08:35
OVLY,Oak Valley Bancorp (CA),value_us,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +12.0% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
OVLY,Oak Valley Bancorp (CA),value_us,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +29.4% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
OVLY,Oak Valley Bancorp (CA),value_us,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-16,8,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
OVLY,Oak Valley Bancorp (CA),value_us,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
OVLY,Oak Valley Bancorp (CA),value_us,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
P911.DE,Dr. Ing. h.c. F. Porsche AG   I,value_eu,Divergencia RSI Alcista,BULLISH,DAILY,2026-03-24,0,Precio hace mínimos más bajos pero RSI hace mínimos más altos — presión bajista agotándose,3,2026-03-24 08:35
P911.DE,Dr. Ing. h.c. F. Porsche AG   I,value_eu,Bullish Engulfing,BULLISH,DAILY,2026-03-23,1,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-03-24 08:35
P911.DE,Dr. Ing. h.c. F. Porsche AG   I,value_eu,Evening Star,BEARISH,DAILY,2026-03-19,5,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-03-24 08:35
P911.DE,Dr. Ing. h.c. F. Porsche AG   I,value_eu,MACD Cruce Alcista,BULLISH,DAILY,2026-03-24,0,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-03-24 08:35
P911.DE,Dr. Ing. h.c. F. Porsche AG   I,value_eu,Tendencia Bajista LH/LL,BEARISH,DAILY,2026-03-24,0,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
P911.DE,Dr. Ing. h.c. F. Porsche AG   I,value_eu,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-24,0,Precio a 2.6% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
P911.DE,Dr. Ing. h.c. F. Porsche AG   I,value_eu,MACD Histograma Creciente,BULLISH,DAILY,2026-03-24,0,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-03-24 08:35
P911.DE,Dr. Ing. h.c. F. Porsche AG   I,value_eu,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -13.8% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
P911.DE,Dr. Ing. h.c. F. Porsche AG   I,value_eu,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
P911.DE,Dr. Ing. h.c. F. Porsche AG   I,value_eu,Cerca de Mínimo 52s,BEARISH,WEEKLY,2026-03-23,1,Precio a 2.6% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
P911.DE,Dr. Ing. h.c. F. Porsche AG   I,value_eu,RSI Zona Baja,BULLISH,WEEKLY,2026-03-23,1,RSI 37.3 — presión vendedora cediendo,1,2026-03-24 08:35
PACS,"PACS Group, Inc.",value_us,Extendido sobre MA200,BEARISH,DAILY,2026-03-23,1,"Precio +55.0% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
PACS,"PACS Group, Inc.",value_us,Doji en Caída,BULLISH,DAILY,2026-03-23,1,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
PACS,"PACS Group, Inc.",value_us,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +65.0% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
PACS,"PACS Group, Inc.",value_us,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-02,22,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
PEBO,Peoples Bancorp Inc.,portfolio,Divergencia RSI Alcista,BULLISH,DAILY,2026-03-23,1,Precio hace mínimos más bajos pero RSI hace mínimos más altos — presión bajista agotándose,3,2026-03-24 08:35
PEBO,Peoples Bancorp Inc.,portfolio,Bullish Engulfing,BULLISH,DAILY,2026-03-19,5,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-03-24 08:35
PEBO,Peoples Bancorp Inc.,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +7.8% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
PEBO,Peoples Bancorp Inc.,portfolio,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-16,8,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
PEBO,Peoples Bancorp Inc.,portfolio,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
PEBO,Peoples Bancorp Inc.,portfolio,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
PETR4.SA,Petróleo Brasileiro S.A. - Petrobras,value_global,Precio sobre MA50,BULLISH,DAILY,2026-03-23,1,Precio +19.6% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
PETR4.SA,Petróleo Brasileiro S.A. - Petrobras,value_global,Extendido sobre MA200,BEARISH,DAILY,2026-03-23,1,"Precio +42.9% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
PETR4.SA,Petróleo Brasileiro S.A. - Petrobras,value_global,Shooting Star,BEARISH,DAILY,2026-03-19,5,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-03-24 08:35
PETR4.SA,Petróleo Brasileiro S.A. - Petrobras,value_global,Cerca de Máximo 52s,BULLISH,DAILY,2026-03-23,1,Precio a 2.1% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-03-24 08:35
PETR4.SA,Petróleo Brasileiro S.A. - Petrobras,value_global,RSI Sobrecomprado,BEARISH,WEEKLY,2026-03-23,1,"RSI 82.8 — zona de sobrecompra, riesgo de reversión",3,2026-03-24 08:35
PETR4.SA,Petróleo Brasileiro S.A. - Petrobras,value_global,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +44.4% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
PETR4.SA,Petróleo Brasileiro S.A. - Petrobras,value_global,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +79.9% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
PETR4.SA,Petróleo Brasileiro S.A. - Petrobras,value_global,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
PETR4.SA,Petróleo Brasileiro S.A. - Petrobras,value_global,Cerca de Máximo 52s,BULLISH,WEEKLY,2026-03-23,1,Precio a 0.0% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-03-24 08:35
PGHN.SW,PARTNERS GROUP N,portfolio,Precio bajo MA200,BEARISH,DAILY,2026-03-24,0,Precio -20.0% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
PGHN.SW,PARTNERS GROUP N,portfolio,Evening Star,BEARISH,DAILY,2026-03-19,5,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-03-24 08:35
PGHN.SW,PARTNERS GROUP N,portfolio,Precio bajo MA50,BEARISH,DAILY,2026-03-24,0,Precio -13.5% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
PGHN.SW,PARTNERS GROUP N,portfolio,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-24,0,Precio a 1.3% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
PGHN.SW,PARTNERS GROUP N,portfolio,RSI Zona Baja,BULLISH,DAILY,2026-03-24,0,RSI 35.6 — presión vendedora cediendo,1,2026-03-24 08:35
PGHN.SW,PARTNERS GROUP N,portfolio,Precio bajo MA200,BEARISH,WEEKLY,2026-03-23,1,Precio -19.5% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
PGHN.SW,PARTNERS GROUP N,portfolio,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -20.5% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
PGHN.SW,PARTNERS GROUP N,portfolio,RSI Zona Baja,BULLISH,WEEKLY,2026-03-23,1,RSI 30.6 — presión vendedora cediendo,1,2026-03-24 08:35
PGHN.SW,PARTNERS GROUP N,portfolio,MACD Cruce Bajista,BEARISH,WEEKLY,2026-02-23,29,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-03-24 08:35
PKBK,"Parke Bancorp, Inc.",portfolio,Bullish Engulfing,BULLISH,DAILY,2026-03-19,5,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-03-24 08:35
PKBK,"Parke Bancorp, Inc.",portfolio,Morning Star,BULLISH,DAILY,2026-03-19,5,Patrón Morning Star (3 velas) — reversión alcista de alta fiabilidad,3,2026-03-24 08:35
PKBK,"Parke Bancorp, Inc.",portfolio,Extendido sobre MA200,BEARISH,DAILY,2026-03-23,1,"Precio +21.1% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
PKBK,"Parke Bancorp, Inc.",portfolio,Shooting Star,BEARISH,DAILY,2026-03-17,7,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-03-24 08:35
PKBK,"Parke Bancorp, Inc.",portfolio,Shooting Star,BEARISH,DAILY,2026-03-23,1,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-03-24 08:35
PKBK,"Parke Bancorp, Inc.",portfolio,Cerca de Máximo 52s,BULLISH,DAILY,2026-03-23,1,Precio a 2.7% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-03-24 08:35
PKBK,"Parke Bancorp, Inc.",portfolio,Precio sobre MA50,BULLISH,DAILY,2026-03-23,1,Precio +2.0% sobre MA50 — soporte dinámico activo,1,2026-03-24 08:35
PKBK,"Parke Bancorp, Inc.",portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +24.0% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
PKBK,"Parke Bancorp, Inc.",portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +48.4% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
PKBK,"Parke Bancorp, Inc.",portfolio,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-23,1,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
PKBK,"Parke Bancorp, Inc.",portfolio,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
PKBK,"Parke Bancorp, Inc.",portfolio,Cerca de Máximo 52s,BULLISH,WEEKLY,2026-03-23,1,Precio a 2.5% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-03-24 08:35
PKBK,"Parke Bancorp, Inc.",portfolio,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
PRIM,Primoris Services Corporation,portfolio,Bullish Engulfing,BULLISH,DAILY,2026-03-19,5,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-03-24 08:35
PRIM,Primoris Services Corporation,portfolio,MACD Cruce Alcista,BULLISH,DAILY,2026-03-20,4,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-03-24 08:35
PRIM,Primoris Services Corporation,portfolio,Tendencia Bajista LH/LL,BEARISH,DAILY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
PRIM,Primoris Services Corporation,portfolio,MACD Histograma Creciente,BULLISH,DAILY,2026-03-23,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-03-24 08:35
PRIM,Primoris Services Corporation,portfolio,Doji en Caída,BULLISH,DAILY,2026-03-23,1,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
PRIM,Primoris Services Corporation,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +23.9% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
PRIM,Primoris Services Corporation,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-03-23,1,"Precio +143.5% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-03-24 08:35
PRIM,Primoris Services Corporation,portfolio,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-02,22,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
PRIM,Primoris Services Corporation,portfolio,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-03-23,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-03-24 08:35
PROP,nan,portfolio,Precio bajo MA200,BEARISH,DAILY,2026-03-23,1,Precio -38.3% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
PROP,nan,portfolio,Precio bajo MA50,BEARISH,DAILY,2026-03-23,1,Precio -20.8% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
PROP,nan,portfolio,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-23,1,Precio a 0.0% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
PROP,nan,portfolio,RSI Zona Baja,BULLISH,DAILY,2026-03-23,1,RSI 37.2 — presión vendedora cediendo,1,2026-03-24 08:35
PROP,nan,portfolio,MACD Cruce Bajista,BEARISH,DAILY,2026-03-18,6,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-03-24 08:35
PROP,nan,portfolio,Doji en Caída,BULLISH,DAILY,2026-03-19,5,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
PROP,nan,portfolio,Precio bajo MA200,BEARISH,WEEKLY,2026-03-23,1,Precio -78.5% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
PROP,nan,portfolio,Divergencia RSI Alcista,BULLISH,WEEKLY,2026-03-23,1,Precio hace mínimos más bajos pero RSI hace mínimos más altos — presión bajista agotándose,3,2026-03-24 08:35
PROP,nan,portfolio,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -44.1% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
PROP,nan,portfolio,Toque Banda Inferior BB,BULLISH,WEEKLY,2026-03-23,1,Precio tocando banda inferior de Bollinger — zona de sobreventa estadística,2,2026-03-24 08:35
PROP,nan,portfolio,Squeeze Bollinger,BULLISH,WEEKLY,2026-03-23,1,Bandas de Bollinger comprimidas (percentil 24%) — compresión previa a movimiento explosivo,2,2026-03-24 08:35
PROP,nan,portfolio,Cerca de Mínimo 52s,BEARISH,WEEKLY,2026-03-23,1,Precio a 0.0% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
PROP,nan,portfolio,RSI Zona Baja,BULLISH,WEEKLY,2026-03-23,1,RSI 36.8 — presión vendedora cediendo,1,2026-03-24 08:35
PRU.L,PRUDENTIAL PLC ORD 5P,portfolio,Bearish Engulfing,BEARISH,DAILY,2026-03-20,4,Vela bajista que envuelve la alcista anterior — fuerte reversión vendedora,3,2026-03-24 08:35
PRU.L,PRUDENTIAL PLC ORD 5P,portfolio,MACD Cruce Bajista,BEARISH,DAILY,2026-03-19,5,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-03-24 08:35
PRU.L,PRUDENTIAL PLC ORD 5P,portfolio,Doji en Caída,BULLISH,DAILY,2026-03-19,5,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
PRU.L,PRUDENTIAL PLC ORD 5P,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-03-23,1,Precio +6.0% sobre MA50 — soporte dinámico activo,2,2026-03-24 08:35
PRU.L,PRUDENTIAL PLC ORD 5P,portfolio,Rebote MA50,BULLISH,WEEKLY,2026-03-23,1,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-03-24 08:35
PRU.L,PRUDENTIAL PLC ORD 5P,portfolio,Squeeze Bollinger,BULLISH,WEEKLY,2026-03-23,1,Bandas de Bollinger comprimidas (percentil 43%) — compresión previa a movimiento explosivo,2,2026-03-24 08:35
PRX.AS,PROSUS,portfolio,Precio bajo MA200,BEARISH,DAILY,2026-03-24,0,Precio -20.8% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
PRX.AS,PROSUS,portfolio,Precio bajo MA50,BEARISH,DAILY,2026-03-24,0,Precio -10.4% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
PRX.AS,PROSUS,portfolio,RSI Zona Baja,BULLISH,DAILY,2026-03-24,0,RSI 38.3 — presión vendedora cediendo,1,2026-03-24 08:35
PRX.AS,PROSUS,portfolio,MACD Cruce Bajista,BEARISH,DAILY,2026-03-20,4,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-03-24 08:35
PRX.AS,PROSUS,portfolio,Divergencia RSI Alcista,BULLISH,WEEKLY,2026-03-23,1,Precio hace mínimos más bajos pero RSI hace mínimos más altos — presión bajista agotándose,3,2026-03-24 08:35
PRX.AS,PROSUS,portfolio,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -18.1% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
PRX.AS,PROSUS,portfolio,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
PRX.AS,PROSUS,portfolio,RSI Zona Baja,BULLISH,WEEKLY,2026-03-23,1,RSI 36.7 — presión vendedora cediendo,1,2026-03-24 08:35
PSON.L,PEARSON PLC ORD 25P,portfolio,Rebote MA50,BULLISH,DAILY,2026-03-19,5,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-03-24 08:35
PSON.L,PEARSON PLC ORD 25P,portfolio,MACD Cruce Bajista,BEARISH,DAILY,2026-03-20,4,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
PSON.L,PEARSON PLC ORD 25P,portfolio,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-24,0,Precio a 7.9% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
PSON.L,PEARSON PLC ORD 25P,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-03-24,0,Precio +1.5% sobre MA50 — soporte dinámico activo,1,2026-03-24 08:35
PSON.L,PEARSON PLC ORD 25P,portfolio,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -8.4% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
PSON.L,PEARSON PLC ORD 25P,portfolio,MACD Cruce Alcista,BULLISH,WEEKLY,2026-03-09,15,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-03-24 08:35
PSON.L,PEARSON PLC ORD 25P,portfolio,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
PSON.L,PEARSON PLC ORD 25P,portfolio,MACD Histograma Creciente,BULLISH,WEEKLY,2026-03-23,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-03-24 08:35
PUB.PA,PUBLICIS GROUPE SA,portfolio,Precio bajo MA50,BEARISH,DAILY,2026-03-24,0,Precio -8.1% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
PUB.PA,PUBLICIS GROUPE SA,portfolio,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-24,0,Precio a 1.3% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
PUB.PA,PUBLICIS GROUPE SA,portfolio,RSI Zona Baja,BULLISH,DAILY,2026-03-24,0,RSI 37.1 — presión vendedora cediendo,1,2026-03-24 08:35
PUB.PA,PUBLICIS GROUPE SA,portfolio,MACD Cruce Bajista,BEARISH,DAILY,2026-03-20,4,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-03-24 08:35
PUB.PA,PUBLICIS GROUPE SA,portfolio,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -15.0% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
PUB.PA,PUBLICIS GROUPE SA,portfolio,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-03-23,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
PUB.PA,PUBLICIS GROUPE SA,portfolio,RSI Zona Baja,BULLISH,WEEKLY,2026-03-23,1,RSI 32.7 — presión vendedora cediendo,1,2026-03-24 08:35
QIA.DE,Qiagen N.V.                   A,portfolio,Precio bajo MA200,BEARISH,DAILY,2026-03-24,0,Precio -15.4% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
QIA.DE,Qiagen N.V.                   A,portfolio,RSI Sobrevendido,BULLISH,DAILY,2026-03-24,0,"RSI 19.9 — zona de sobreventa extrema, posible rebote",3,2026-03-24 08:35
QIA.DE,Qiagen N.V.                   A,portfolio,Precio bajo MA50,BEARISH,DAILY,2026-03-24,0,Precio -16.7% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
QIA.DE,Qiagen N.V.                   A,portfolio,Tendencia Bajista LH/LL,BEARISH,DAILY,2026-03-24,0,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-03-24 08:35
QIA.DE,Qiagen N.V.                   A,portfolio,Cerca de Mínimo 52s,BEARISH,DAILY,2026-03-24,0,Precio a 0.0% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
QIA.DE,Qiagen N.V.                   A,portfolio,Doji en Caída,BULLISH,DAILY,2026-03-23,1,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-03-24 08:35
QIA.DE,Qiagen N.V.                   A,portfolio,Precio bajo MA200,BEARISH,WEEKLY,2026-03-23,1,Precio -15.9% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
QIA.DE,Qiagen N.V.                   A,portfolio,Precio bajo MA50,BEARISH,WEEKLY,2026-03-23,1,Precio -14.0% bajo MA50 — tendencia deteriorada,2,2026-03-24 08:35
QIA.DE,Qiagen N.V.                   A,portfolio,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-02,22,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-03-24 08:35
QIA.DE,Qiagen N.V.                   A,portfolio,Cerca de Mínimo 52s,BEARISH,WEEKLY,2026-03-23,1,Precio a 0.7% del mínimo de 52 semanas — cuchillo cayendo,2,2026-03-24 08:35
QIA.DE,Qiagen N.V.                   A,portfolio,RSI Zona Baja,BULLISH,WEEKLY,2026-03-23,1,RSI 36.2 — presión vendedora cediendo,1,2026-03-24 08:35
QIA.DE,Qiagen N.V.                   A,portfolio,MACD Histograma Cayendo,BEARISH,WEEKLY,2026-03-23,1,Histograma MACD negativo y expandiéndose — presión bajista acelerando,1,2026-03-24 08:35
RACE.MI,FERRARI,portfolio,Precio bajo MA200,BEARISH,DAILY,2026-03-24,0,Precio -21.4% bajo MA200 — tendencia bajista estructural,3,2026-03-24 08:35
RACE.MI,FERRARI,portfolio,Bullish Engulfing,BULLISH,DAILY,2026-03-23,1,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-03-24 08:35
