ticker,vcp_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,ml_score,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,cerebro_signal,cerebro_score_adj,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,ai_verdict,ai_confidence,ai_reasoning,entry_price,stop_loss,exit_price,risk_pct,reward_pct,entry_timing,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage
NDSN,0.0,Nordson Corporation,63.3,Industrials,Specialty Industrial Machinery,80.0,30.0,65.1,85.0,60.0,276.7,15435322368.0,60.0,59.8,False,down,18.7,False,0.0,-2.0,False,0.0,2.3,3.8,False,305.28,-9.4,6.0,False,"{'roe_pct': 17.5, 'debt_to_equity': 0.67, 'current_ratio': 2.72, 'operating_margin_pct': 25.0}","{'eps_growth_yoy': np.float64(18.7), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 18.4}",308.43,335.0,240.0,7.0,buy,11.5,391.11,41.3,277.5,0.3,3.33,9.22,1.18,34.6,1.07,True,-2.15,7.4,44.2,40.0,2026-05-27,False,False,7.0,NEUTRAL,4.03,65.0,0.51,,,,,,50.0,47.0,0.0,15.0,19.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MEDIUM_FLOAT,49.7,0.0,34.0,60.0,False,down,59.8,0.0,False,0.0,False,0.0,0.0,1.0,22.0,100.0,Top 10%,50.7,5.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,3/3,45.02,0.0,3.0,0.0,3.0,5.0,1.44,0.0,5.0,59.0,0,,WATCH,3.0,22.83,⚪ WEAK,🟡 Average,HOLD,55.0,Close to ATH (-9.4% from high) - wait for pullback,-9.4,NEUTRAL,BUY,False,BUY,80,"Strong fundamentals with ROE and margin above 10%, debt below 2x, and analyst validation with 7 analysts",271.17,249.47,344.2,8.0,26.93,BUY ON PULLBACK - Wait for 2-5% dip,False,2,0.935,False,-9.08,60.7,14.04,sideways,stage2
CB,0.0,Chubb Limited,71.8,Financial Services,Insurance - Property & Casualty,100.0,60.0,55.1,65.0,60.0,328.42,128445464576.0,35.0,44.1,False,down,141.2,True,1.0,13.8,False,0.0,1.0,2.2,False,345.67,-5.0,5.0,False,"{'roe_pct': 14.3, 'debt_to_equity': 0.31, 'current_ratio': 0.38, 'operating_margin_pct': 24.2}","{'eps_growth_yoy': np.float64(141.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 17.3}",341.39,385.0,271.0,23.0,buy,3.9,1228.08,273.9,716.47,118.2,9.45,31.24,1.18,14.9,1.49,True,-2.88,18.1,19.5,4.0,2026-04-21,True,False,6.0,NEUTRAL,9.1,,0.4,,,,,,50.0,43.5,0.0,15.0,21.5,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,353.6,3.0,36.5,35.0,False,down,44.1,0.0,True,1.0,False,0.0,2.0,11.0,22.0,54.5,Medio,24.1,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,False,3/3,45.72,0.0,8.0,0.0,3.0,5.0,0.49,-3.0,2.0,,0,,BEST,5.0,26.68,⚪ WEAK,🟡 Average,HOLD,55.0,Close to ATH (-5.0% from high) - wait for pullback,-5.0,NEUTRAL,BUY,False,BUY,80,"Strong fundamentals with ROE > 10%, Margin > 10%, and Debt/Eq < 2x, combined with analyst validation and realistic upside",331.7,311.94,401.25,5.96,20.97,BUY NOW - At target entry price,False,2,0.862,False,-4.71,24.72,12.27,sideways,stage3
CNI,0.0,Canadian National Railway Compa,68.1,Industrials,Railroads,85.0,70.0,50.3,60.0,60.0,108.96,66703687680.0,35.0,36.1,False,up,7.5,True,1.0,1.4,True,2.0,,1.1,False,113.09,-3.7,6.0,False,"{'roe_pct': 22.1, 'debt_to_equity': 1.0, 'current_ratio': 0.67, 'operating_margin_pct': 42.4}","{'eps_growth_yoy': np.float64(7.5), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.3}",114.89,132.19,99.14,13.0,buy,5.4,81.31,-25.4,62.7,-42.5,3.57,3.9,2.41,46.9,2.02,True,-3.17,7.9,8.0,12.0,2026-04-29,False,True,7.0,NEUTRAL,8.17,14.5,1.5,,,,,,50.0,52.4,0.0,15.0,20.4,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.6x ratio, 59% up volume)",MEGA_FLOAT,594.4,3.0,35.4,35.0,False,up,36.1,2.0,True,1.0,True,2.0,5.0,5.0,22.0,81.8,Top 25%,33.0,3.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,3/3,45.53999999999999,0.0,3.0,3.0,3.0,3.0,0.68,-3.0,5.0,51.0,0,,WATCH,3.0,29.31,⚪ WEAK,🟡 Average,AVOID,35.0,Near ATH (-3.7% from high) - poor entry point,-3.7,NEUTRAL,BUY,False,BUY,80,"Strong fundamentals with ROE of 22.1%, margin of 27.3%, and debt/equity ratio of 1.0, combined with analyst validation and realistic upside potential.",110.05,101.25,132.26,8.0,20.18,BUY NOW - At target entry price,True,3,0.925,False,-3.05,20.83,6.8,uptrend,stage3
OTIS,0.0,Otis Worldwide Corporation,68.0,Industrials,Specialty Industrial Machinery,100.0,70.0,36.0,45.0,65.0,80.69,31446171648.0,15.0,0.0,False,down,53.9,True,1.0,13.3,True,1.0,3.4,2.9,False,101.42,-20.4,1.0,False,"{'current_ratio': 0.85, 'operating_margin_pct': 15.6}","{'eps_growth_yoy': np.float64(53.9), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 9.6}",99.29,120.0,80.0,14.0,buy,23.0,93.14,15.4,47.25,-41.4,5.07,4.1,2.08,47.1,1.46,True,-2.57,5.2,9.4,5.0,2026-04-22,True,False,6.0,NEUTRAL,5.7,171.1,1.25,,,,,,50.0,12.4,0.0,15.0,20.4,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",MEGA_FLOAT,388.0,28.0,35.4,15.0,False,down,0.0,0.0,True,1.0,True,1.0,5.0,1.0,22.0,100.0,Top 10%,50.7,5.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,46.6,0.0,6.0,3.0,3.0,3.0,2.88,1.0,2.0,11.0,0,,,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,,BUY,80,"Upside potential of 23% is realistic, fundamentals show strong growth and decent margin, with validation from 14 analysts",79.08,73.76,105.33,6.72,33.2,BUY ON PULLBACK - Wait for 2-5% dip,False,0,0.755,False,-19.31,7.2,-17.05,downtrend,stage1
NDAQ,0.0,"Nasdaq, Inc.",71.5,Financial Services,Financial Data & Stock Exchanges,100.0,60.0,44.0,75.0,65.0,88.87,50744369152.0,35.0,28.6,False,flat,31.1,True,1.0,1.6,True,1.0,1.6,2.4,False,101.79,-12.7,3.0,False,"{'roe_pct': 15.3, 'debt_to_equity': 0.78, 'current_ratio': 1.0, 'operating_margin_pct': 47.6}","{'eps_growth_yoy': np.float64(31.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 34.1}",106.07,120.0,82.0,15.0,buy,19.4,124.5,40.1,92.7,4.3,3.29,2.94,1.22,34.0,1.28,True,-1.21,7.1,47.6,6.0,2026-04-23,True,False,9.0,STRONG,4.2,205.3,0.43,,,,,,50.0,24.4,0.0,15.0,21.4,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MEGA_FLOAT,505.9,23.0,36.4,35.0,False,flat,28.6,0.0,True,1.0,True,1.0,5.0,4.0,22.0,86.4,Top 25%,34.3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,47.1,0.0,3.0,0.0,3.0,5.0,2.42,1.0,10.0,27.0,0,,WATCH,0.0,16.15,⚪ WEAK,🟡 Average,,,,,,,,BUY,80,"Upside is realistic, fundamentals are strong with ROE above 10%, margin above 10%, and debt below 2x, and analyst validation is present with 15 analysts",87.09,80.13,112.19,8.0,28.81,BUY ON PULLBACK - Wait for 2-5% dip,False,1,0.912,False,-12.42,28.72,-6.31,sideways,stage4
ITRK.L,0.0,INTERTEK GROUP PLC ORD 1P,57.1,Industrials,Specialty Business Services,55.0,50.0,54.5,75.0,60.0,4806.0,7378282496.0,,,,,,,0.0,,,0.0,,,False,5150.0,-6.7,4.0,False,"{'roe_pct': 28.2, 'debt_to_equity': 1.46, 'current_ratio': 1.08, 'operating_margin_pct': 18.5}",{'profit_margin_pct': 10.0},5227.67,6200.0,4150.0,15.0,buy,8.8,34.73,-99.3,21.6,-99.6,4.91,2.36,3.47,74.0,2.58,,,,-5.7,105.0,2026-07-31,False,False,4.0,NEUTRAL,6.26,63.8,,,,,,,50.0,15.1,0.0,15.0,17.1,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,90,"Strong institutional buying (1.8x ratio, 64% up volume)",HIGH_FLOAT,150.9,20.0,32.1,,,,,0.0,,0.0,,0.0,0.0,13.0,22.0,45.5,Bajo 50%,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,49.34,0.0,3.0,5.0,0.0,0.0,1.1,0.0,0.0,38.0,0,,BEST,5.0,14.71,⚪ WEAK,🟡 Average,,,,,,,,BUY,80,"Strong fundamentals with ROE of 28.2% and margin of 10.0%, upside of 8.8% seems realistic with validation from 15 analysts",4745.16,4365.55,5945.92,8.0,25.3,BUY ON PULLBACK - Wait for 2-5% dip,False,1,1.617,False,-5.67,38.03,-5.38,sideways,stage1
IT,0.0,"Gartner, Inc.",59.8,Technology,Information Technology Services,90.0,70.0,15.0,45.0,55.0,155.53,10957134848.0,15.0,1.8,False,down,14.8,True,1.0,14.2,True,1.0,12.7,5.0,True,451.73,-65.6,0.0,False,"{'roe_pct': 86.9, 'debt_to_equity': 10.47, 'current_ratio': 1.0, 'operating_margin_pct': 19.0}","{'eps_growth_yoy': np.float64(14.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.2}",183.69,255.0,140.0,13.0,hold,18.1,201.13,29.3,96.4,-38.0,8.42,13.67,,,,True,-18.17,8.7,-13.7,18.0,2026-05-05,False,True,6.0,NEUTRAL,8.69,255.4,,,,,,,50.0,7.899999999999999,0.0,15.0,17.9,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 55% up volume)",HIGH_FLOAT,68.0,20.0,32.9,15.0,False,down,1.8,0.0,True,1.0,True,1.0,5.0,21.0,22.0,9.1,Bottom 25%,2.9,-3.0,3.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,48.97,0.0,8.0,0.0,3.0,-3.0,2.26,1.0,2.0,3.0,0,,BEST,11.0,0.0,⚪ WEAK,🟡 Average,,,,,,,,BUY,80,"Strong fundamentals with high ROE and margin, reasonable debt, and significant upside potential validated by multiple analysts",152.42,140.23,316.96,8.0,107.96,BUY NOW - At target entry price,False,0,0.782,False,-65.57,11.75,-40.4,downtrend,stage1
ICE,0.0,Intercontinental Exchange Inc.,60.5,Financial Services,Financial Data & Stock Exchanges,85.0,40.0,36.0,75.0,65.0,163.75,92993052672.0,15.0,19.8,False,down,6.8,True,1.0,-2.7,True,1.0,1.5,2.1,False,189.35,-13.5,2.0,False,"{'roe_pct': 11.9, 'debt_to_equity': 0.7, 'current_ratio': 1.02, 'operating_margin_pct': 49.6}","{'eps_growth_yoy': np.float64(6.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 33.4}",198.8,240.0,174.0,15.0,strong_buy,21.4,204.86,25.1,134.08,-18.1,3.75,6.15,1.27,33.3,1.23,True,-1.5,6.4,23.4,13.0,2026-04-30,False,True,8.0,STRONG,4.57,118.3,0.8,,,,,,50.0,16.200000000000003,0.0,15.0,18.2,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MEGA_FLOAT,564.0,23.0,33.2,15.0,False,down,19.8,0.0,True,1.0,True,1.0,5.0,4.0,22.0,86.4,Top 25%,34.3,3.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,52.95,0.0,3.0,0.0,3.0,5.0,2.68,1.0,10.0,34.0,0,,WATCH,3.0,7.55,🔵 DECENT,🟡 Average,,,,,,,,BUY,80,"Upside is realistic at 21.4%, fundamentals are strong with ROE at 11.9%, margin at 33.4%, and debt/equity at 0.7. Analyst validation is present with 15 analysts. Only red flag is negative growth, but it's not severe enough to outweigh other positives.",160.47,149.33,207.02,6.94,29.0,BUY ON PULLBACK - Wait for 2-5% dip,False,1,0.948,False,-12.74,15.09,-1.44,sideways,stage4
RACE,0.0,Ferrari N.V.,61.7,Consumer Cyclical,Auto Manufacturers,65.0,60.0,36.0,90.0,65.0,356.52,63328866304.0,15.0,7.0,False,up,-7.8,True,1.0,0.6,True,1.0,3.2,5.2,False,519.1,-31.3,1.0,False,"{'roe_pct': 42.9, 'debt_to_equity': 0.74, 'current_ratio': 2.3, 'operating_margin_pct': 28.6}","{'eps_growth_yoy': np.float64(-7.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 22.3}",450.09,541.94,408.72,14.0,strong_buy,26.2,69.98,-80.4,105.9,-70.3,1.33,4.76,1.2,33.3,0.63,True,-1.24,51.1,-0.2,18.0,2026-05-05,False,True,9.0,STRONG,3.25,38.6,,,,,,,50.0,10.5,0.0,15.0,18.5,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",HIGH_FLOAT,155.7,20.0,33.5,15.0,False,up,7.0,2.0,True,1.0,True,1.0,5.0,,22.0,,Sin datos suficientes,7.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,41.18,0.0,0.0,0.0,3.0,0.0,3.28,3.0,10.0,87.0,0,,WATCH,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,BUY,80,"Strong fundamentals with high ROE and margin, reasonable debt, and analyst validation with a realistic upside",349.39,321.44,499.36,8.0,42.92,BUY NOW - At target entry price,False,1,0.895,False,-31.32,14.08,-14.57,sideways,stage1
COST,0.0,Costco Wholesale Corporation,66.6,Consumer Defensive,Discount Stores,75.0,70.0,46.7,75.0,60.0,987.21,438192340992.0,35.0,25.0,False,flat,6.9,True,1.0,10.1,True,1.0,1.4,3.8,False,1067.08,-7.5,3.0,False,"{'roe_pct': 29.7, 'debt_to_equity': 0.6, 'current_ratio': 1.06, 'operating_margin_pct': 3.7}","{'eps_growth_yoy': np.float64(6.9), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 3.0}",1070.59,1315.0,650.0,32.0,buy,8.4,639.52,-35.2,576.0,-41.7,1.53,15.08,0.6,27.0,0.6,True,-0.21,77.5,45.5,41.0,2026-05-28,False,False,7.0,NEUTRAL,2.52,30.6,0.97,,,,,,50.0,25.0,0.0,15.0,20.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,440.9,23.0,35.0,35.0,False,flat,25.0,0.0,True,1.0,True,1.0,5.0,2.0,22.0,95.5,Top 10%,43.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,38.64,0.0,0.0,0.0,3.0,5.0,1.05,0.0,5.0,93.0,0,,WATCH,0.0,15.66,⚪ WEAK,🔴 Weak,,,,,,,,BUY,80,"Strong fundamentals with high ROE, reasonable debt, and positive growth, combined with analyst validation and realistic upside",980.22,941.78,1217.84,3.92,24.24,BUY NOW - At target entry price,False,1,1.018,False,-7.1,17.12,-2.42,sideways,stage1
MTD,0.0,"Mettler-Toledo International, I",73.5,Healthcare,Diagnostics & Research,100.0,80.0,36.0,65.0,65.0,1290.84,26236645376.0,15.0,16.8,False,down,74.7,True,1.0,27.8,True,1.0,3.4,3.3,False,1525.17,-15.4,4.0,False,"{'current_ratio': 1.14, 'operating_margin_pct': 30.7}","{'eps_growth_yoy': np.float64(74.7), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 21.6}",1488.31,1700.0,1200.0,13.0,buy,15.3,884.64,-31.5,715.87,-44.5,2.62,33.93,,,,True,-3.05,16.3,11.9,20.0,2026-05-07,False,True,6.0,NEUTRAL,3.93,110.6,1.48,,,,,,50.0,17.0,0.0,15.0,22.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 48% up volume)",LOW_FLOAT,20.2,25.0,37.0,15.0,False,down,16.8,0.0,True,1.0,True,1.0,5.0,14.0,22.0,40.9,Bajo 50%,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,38.7,0.0,0.0,0.0,3.0,3.0,1.91,0.0,2.0,49.0,0,,,0.0,7.35,⚪ WEAK,🔴 Weak,,,,,,,,BUY,80,"Strong fundamentals with 27.8% growth and 21.6% margin, upside of 15.3% seems realistic with validation from 13 analysts",1265.02,1163.82,1652.11,8.0,30.6,BUY ON PULLBACK - Wait for 2-5% dip,False,1,0.951,False,-15.36,34.11,-7.1,downtrend,stage4
HEI,0.0,Heico Corporation,60.4,Industrials,Aerospace & Defense,80.0,50.0,27.0,80.0,65.0,284.66,39715307520.0,15.0,0.0,False,down,21.3,False,0.0,7.4,False,0.0,1.1,0.8,False,361.69,-21.3,1.0,False,"{'roe_pct': 16.6, 'debt_to_equity': 0.5, 'current_ratio': 3.06, 'operating_margin_pct': 22.2}","{'eps_growth_yoy': np.float64(21.3), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 15.4}",354.05,417.0,282.0,19.0,buy,24.4,273.25,-4.0,63.0,-77.9,1.74,12.53,0.08,4.8,0.1,False,,8.3,12.5,40.0,2026-05-27,False,False,8.0,STRONG,2.41,52.3,3.59,,,,,,50.0,3.1000000000000014,0.0,15.0,18.1,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",HIGH_FLOAT,122.4,25.0,33.1,15.0,False,down,0.0,0.0,False,0.0,False,0.0,0.0,,22.0,,Sin datos suficientes,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,39.06,0.0,0.0,0.0,0.0,3.0,3.05,3.0,10.0,84.0,0,,WATCH,0.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,BUY,80,"Strong fundamentals with ROE > 10%, Margin > 10%, and Debt/Eq < 2x, combined with realistic upside and validation from 19 analysts",278.97,258.28,375.49,7.42,34.6,BUY NOW - At target entry price,False,0,0.912,False,-21.3,21.49,-13.39,downtrend,stage4
WM,0.0,"Waste Management, Inc.",60.7,Industrials,Waste Management,90.0,50.0,38.7,50.0,60.0,224.08,90379485184.0,15.0,21.1,False,down,16.5,True,1.0,4.9,False,0.0,1.5,2.7,False,248.13,-9.7,3.0,False,"{'roe_pct': 29.7, 'debt_to_equity': 2.39, 'current_ratio': 0.89, 'operating_margin_pct': 20.0}","{'eps_growth_yoy': np.float64(16.5), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.7}",254.8,285.0,210.0,25.0,buy,13.7,144.2,-35.6,158.12,-29.4,1.92,4.3,1.53,49.2,1.49,False,,4.8,23.6,11.0,2026-04-28,False,True,8.0,STRONG,3.8,21.3,1.02,,,,,,50.0,12.200000000000005,0.0,15.0,18.2,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,402.2,23.0,33.2,15.0,False,down,21.1,0.0,True,1.0,False,0.0,2.0,18.0,22.0,22.7,Bottom 25%,7.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,41.28,0.0,0.0,3.0,0.0,5.0,1.71,0.0,10.0,88.0,0,,WATCH,0.0,15.07,⚪ WEAK,🔴 Weak,,,,,,,,BUY,80,"Strong fundamentals with high ROE and margin, moderate debt, and upside potential validated by 25 analysts",223.48,214.72,279.05,3.92,24.86,BUY NOW - At target entry price,False,1,0.942,False,-9.33,16.35,-0.4,sideways,stage1
FDS,0.0,FactSet Research Systems Inc.,49.8,Financial Services,Financial Data & Stock Exchanges,55.0,50.0,15.0,85.0,50.0,231.85,8601463808.0,15.0,9.9,False,flat,-10.4,False,0.0,4.4,False,0.0,11.2,3.6,True,474.79,-51.2,1.0,False,"{'roe_pct': 28.1, 'debt_to_equity': 0.73, 'current_ratio': 1.43, 'operating_margin_pct': 29.8}","{'eps_growth_yoy': np.float64(-10.4), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 24.5}",252.44,380.0,200.0,16.0,hold,8.9,238.4,2.8,155.3,-33.0,6.86,16.2,1.9,28.3,0.96,True,-5.7,14.2,-1.8,69.0,2026-06-25,False,False,6.0,NEUTRAL,8.0,187.1,,,,,,,50.0,5.899999999999999,0.0,15.0,14.9,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",MEDIUM_FLOAT,36.3,20.0,29.9,15.0,False,flat,9.9,0.0,False,0.0,False,0.0,0.0,4.0,22.0,86.4,Top 25%,34.3,3.0,3.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,42.52,0.0,6.0,3.0,3.0,0.0,1.11,0.0,2.0,4.0,0,,WATCH,6.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,,BUY,80,"Strong fundamentals with high ROE and margin, moderate debt, and positive growth, combined with analyst validation and realistic upside potential",227.21,209.04,382.12,8.0,68.18,BUY NOW - At target entry price,False,1,0.827,False,-50.46,25.97,-23.69,sideways,stage4
ETN,0.0,"Eaton Corporation, PLC",76.8,Industrials,Specialty Industrial Machinery,100.0,70.0,60.3,75.0,60.0,392.73,152536334336.0,60.0,62.6,False,up,17.4,True,2.0,10.6,True,1.0,2.3,3.2,False,408.45,-3.8,6.0,False,"{'roe_pct': 21.5, 'debt_to_equity': 0.55, 'current_ratio': 1.32, 'operating_margin_pct': 20.0}","{'eps_growth_yoy': np.float64(17.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 14.9}",412.95,514.0,321.0,28.0,buy,5.1,187.92,-52.2,197.5,-49.7,1.7,6.7,1.12,39.8,1.59,True,-1.22,21.5,18.9,13.0,2026-04-30,False,True,7.0,NEUTRAL,3.19,64.1,1.34,,,,,,50.0,40.0,0.0,15.0,23.0,2026-04-17 07:16:05,2026-04-17,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 52% up volume)",MEGA_FLOAT,387.3,23.0,38.0,60.0,False,up,62.6,2.0,True,2.0,True,1.0,8.0,1.0,22.0,100.0,Top 10%,50.7,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,2/3,42.72,0.0,0.0,0.0,3.0,5.0,0.64,-3.0,5.0,75.0,0,,WATCH,0.0,30.18,⚪ WEAK,🔴 Weak,AVOID,25.0,Near ATH (-3.8% from high) - poor entry point | Elevated P/E (37.6) - watch valuation,-3.8,NEUTRAL,BUY,False,BUY,80,"Upside is realistic at 5.1%, fundamentals are strong with ROE at 21.5%, margin at 14.9%, and debt/equity at 0.55, and analyst validation is present with 28 analysts",396.66,364.92,477.92,8.0,20.49,BUY NOW - At target entry price,False,2,0.894,False,-3.7,55.85,-2.6,uptrend,stage3
