ticker,company_name,sentiment,flow_score,quality,current_price,total_premium,put_call_ratio,unusual_calls,unusual_puts,detected_date,expiration_date,days_to_expiration,total_unusual,call_premium,put_premium,sentiment_emoji,top_calls,top_puts
HUM,HUM,BEARISH,90,🔥🔥🔥 WHALE ACTIVITY,169.99,25348029.0,69.31,2,7,2026-03-17,2026-03-20,2,9,360540.0,24987489.0,🔴,"[{'type': 'CALL', 'strike': 175.0, 'volume': 1225.0, 'oi': 0, 'vol_oi_ratio': 1225.0, 'last_price': 2.0, 'premium': 245000.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 170.0, 'volume': 218.0, 'oi': 0, 'vol_oi_ratio': 218.0, 'last_price': 5.3, 'premium': 115539.99999999999, 'itm': False, 'implied_volatility': 0.0004982763671875}]","[{'type': 'PUT', 'strike': 290.0, 'volume': 1008.0, 'oi': 0, 'vol_oi_ratio': 1008.0, 'last_price': 119.1, 'premium': 12005279.999999998, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 220.0, 'volume': 792.0, 'oi': 0, 'vol_oi_ratio': 792.0, 'last_price': 56.44, 'premium': 4470048.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 210.0, 'volume': 782.0, 'oi': 0, 'vol_oi_ratio': 782.0, 'last_price': 39.3, 'premium': 3073260.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
ABT,Abbott Laboratories,BEARISH,90,🔥🔥🔥 WHALE ACTIVITY,109.95,17664995.0,192.49,3,4,2026-03-17,2026-03-20,2,7,91295.0,17573700.0,🔴,"[{'type': 'CALL', 'strike': 109.0, 'volume': 361.0, 'oi': 0, 'vol_oi_ratio': 361.0, 'last_price': 1.57, 'premium': 56677.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 112.0, 'volume': 382.0, 'oi': 0, 'vol_oi_ratio': 382.0, 'last_price': 0.51, 'premium': 19482.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 111.0, 'volume': 172.0, 'oi': 0, 'vol_oi_ratio': 172.0, 'last_price': 0.88, 'premium': 15136.000000000002, 'itm': False, 'implied_volatility': 0.0312596875}]","[{'type': 'PUT', 'strike': 130.0, 'volume': 3660.0, 'oi': 0, 'vol_oi_ratio': 3660.0, 'last_price': 22.55, 'premium': 8253300.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 125.0, 'volume': 4200.0, 'oi': 0, 'vol_oi_ratio': 4200.0, 'last_price': 15.65, 'premium': 6573000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 135.0, 'volume': 990.0, 'oi': 0, 'vol_oi_ratio': 990.0, 'last_price': 27.55, 'premium': 2727450.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
ENPH,"Enphase Energy,",BULLISH,80,🔥🔥🔥 WHALE ACTIVITY,45.89,569883.0,0.12,7,2,2026-03-17,2026-03-20,2,9,510340.0,59543.0,🟢,"[{'type': 'CALL', 'strike': 45.0, 'volume': 1504.0, 'oi': 0, 'vol_oi_ratio': 1504.0, 'last_price': 2.06, 'premium': 309824.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 50.0, 'volume': 2182.0, 'oi': 0, 'vol_oi_ratio': 2182.0, 'last_price': 0.27, 'premium': 58914.0, 'itm': False, 'implied_volatility': 0.2500075}, {'type': 'CALL', 'strike': 48.0, 'volume': 662.0, 'oi': 0, 'vol_oi_ratio': 662.0, 'last_price': 0.7, 'premium': 46340.0, 'itm': False, 'implied_volatility': 0.12500875}]","[{'type': 'PUT', 'strike': 45.0, 'volume': 361.0, 'oi': 0, 'vol_oi_ratio': 361.0, 'last_price': 1.25, 'premium': 45125.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 44.0, 'volume': 178.0, 'oi': 0, 'vol_oi_ratio': 178.0, 'last_price': 0.81, 'premium': 14418.0, 'itm': False, 'implied_volatility': 0.12500875}]"
HYMC,Hycroft Mining Holding,BEARISH,80,🔥🔥🔥 WHALE ACTIVITY,39.32,850897.0,17.98,2,6,2026-03-17,2026-03-20,2,8,44831.0,806066.0,🔴,"[{'type': 'CALL', 'strike': 40.0, 'volume': 182, 'oi': 0, 'vol_oi_ratio': 182, 'last_price': 1.88, 'premium': 34216.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 45.0, 'volume': 193, 'oi': 0, 'vol_oi_ratio': 193, 'last_price': 0.55, 'premium': 10615.0, 'itm': False, 'implied_volatility': 0.2500075}]","[{'type': 'PUT', 'strike': 40.0, 'volume': 2055.0, 'oi': 0, 'vol_oi_ratio': 2055.0, 'last_price': 2.45, 'premium': 503475.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 50.0, 'volume': 104.0, 'oi': 0, 'vol_oi_ratio': 104.0, 'last_price': 12.14, 'premium': 126256.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 42.0, 'volume': 202.0, 'oi': 0, 'vol_oi_ratio': 202.0, 'last_price': 5.1, 'premium': 103019.99999999999, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
PODD,Insulet,BEARISH,70,🔥🔥 STRONG FLOW,224.66,839510.0,999.0,0,1,2026-03-17,2026-03-20,2,1,0.0,839510.0,🔴,[],"[{'type': 'PUT', 'strike': 290.0, 'volume': 179.0, 'oi': 0, 'vol_oi_ratio': 179.0, 'last_price': 46.9, 'premium': 839510.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
ALLY,Ally Financial,BULLISH,70,🔥🔥 STRONG FLOW,35.96,940800.0,0.0,2,0,2026-03-17,2026-03-20,2,2,940800.0,0.0,🟢,"[{'type': 'CALL', 'strike': 25.0, 'volume': 320, 'oi': 0, 'vol_oi_ratio': 320, 'last_price': 17.5, 'premium': 560000.0, 'itm': True, 'implied_volatility': 2.949221376953125}, {'type': 'CALL', 'strike': 20.0, 'volume': 170, 'oi': 0, 'vol_oi_ratio': 170, 'last_price': 22.4, 'premium': 380799.99999999994, 'itm': True, 'implied_volatility': 3.5468761328125}]",[]
GPN,Global Payments,BULLISH,60,🔥 NOTABLE FLOW,68.05,327000.0,0.0,1,0,2026-03-17,2026-03-20,2,1,327000.0,0.0,🟢,"[{'type': 'CALL', 'strike': 60.0, 'volume': 300.0, 'oi': 0, 'vol_oi_ratio': 300.0, 'last_price': 10.9, 'premium': 327000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]",[]
APTV,Aptiv PLC,BEARISH,60,🔥 NOTABLE FLOW,71.57,121500.0,999.0,0,1,2026-03-17,2026-03-20,2,1,0.0,121500.0,🔴,[],"[{'type': 'PUT', 'strike': 77.5, 'volume': 180.0, 'oi': 0, 'vol_oi_ratio': 180.0, 'last_price': 6.75, 'premium': 121500.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
CSGP,CSGP,BEARISH,60,🔥 NOTABLE FLOW,43.62,311410.0,999.0,0,1,2026-03-17,2026-03-20,2,1,0.0,311410.0,🔴,[],"[{'type': 'PUT', 'strike': 65.0, 'volume': 149.0, 'oi': 0, 'vol_oi_ratio': 149.0, 'last_price': 20.9, 'premium': 311410.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
EXE,EXE,BULLISH,60,🔥 NOTABLE FLOW,107.71,336820.0,0.0,1,0,2026-03-17,2026-03-20,2,1,336820.0,0.0,🟢,"[{'type': 'CALL', 'strike': 75.0, 'volume': 110.0, 'oi': 0, 'vol_oi_ratio': 110.0, 'last_price': 30.62, 'premium': 336820.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]",[]
AMRZ,Amrize,BULLISH,60,🔥 NOTABLE FLOW,56.35,182000.0,0.0,1,0,2026-03-17,2026-03-20,2,1,182000.0,0.0,🟢,"[{'type': 'CALL', 'strike': 47.5, 'volume': 104.0, 'oi': 0, 'vol_oi_ratio': 104.0, 'last_price': 17.5, 'premium': 182000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]",[]
NG,NovaGold Resources,BULLISH,60,🔥 NOTABLE FLOW,10.15,106590.0,0.0,1,0,2026-03-17,2026-03-20,2,1,106590.0,0.0,🟢,"[{'type': 'CALL', 'strike': 1.0, 'volume': 114, 'oi': 0, 'vol_oi_ratio': 114, 'last_price': 9.35, 'premium': 106589.99999999999, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]",[]
CDNS,CDNS,BULLISH,50,🔥 NOTABLE FLOW,292.72,28424.0,0.0,1,0,2026-03-17,2026-03-20,2,1,28424.0,0.0,🟢,"[{'type': 'CALL', 'strike': 310.0, 'volume': 209.0, 'oi': 0, 'vol_oi_ratio': 209.0, 'last_price': 1.36, 'premium': 28424.0, 'itm': False, 'implied_volatility': 0.12500875}]",[]
POOL,POOL,BULLISH,50,🔥 NOTABLE FLOW,208.78,19700.0,0.0,1,0,2026-03-17,2026-03-20,2,1,19700.0,0.0,🟢,"[{'type': 'CALL', 'strike': 320.0, 'volume': 100.0, 'oi': 0, 'vol_oi_ratio': 100.0, 'last_price': 1.97, 'premium': 19700.0, 'itm': False, 'implied_volatility': 0.500005}]",[]
ALIT,"Alight,",BEARISH,50,🔥 NOTABLE FLOW,0.79,10668.0,999.0,0,1,2026-03-17,2026-03-20,2,1,0.0,10668.0,🔴,[],"[{'type': 'PUT', 'strike': 1.0, 'volume': 508, 'oi': 0, 'vol_oi_ratio': 508, 'last_price': 0.21, 'premium': 10668.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
AMR,"Alpha Metallurgical Resources,",BEARISH,50,🔥 NOTABLE FLOW,187.25,20832.0,999.0,0,1,2026-03-17,2026-03-20,2,1,0.0,20832.0,🔴,[],"[{'type': 'PUT', 'strike': 155.0, 'volume': 124.0, 'oi': 0, 'vol_oi_ratio': 124.0, 'last_price': 1.68, 'premium': 20832.0, 'itm': False, 'implied_volatility': 0.500005}]"
LAW,"CS Disco,",BEARISH,50,🔥 NOTABLE FLOW,4.46,11000.0,999.0,0,1,2026-03-17,2026-03-20,2,1,0.0,11000.0,🔴,[],"[{'type': 'PUT', 'strike': 5.0, 'volume': 100.0, 'oi': 0, 'vol_oi_ratio': 100.0, 'last_price': 1.1, 'premium': 11000.000000000002, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
