ticker,company_name,sentiment,flow_score,quality,current_price,total_premium,put_call_ratio,unusual_calls,unusual_puts,detected_date,expiration_date,days_to_expiration,total_unusual,call_premium,put_premium,sentiment_emoji,top_calls,top_puts
HUM,HUM,BEARISH,90,🔥🔥🔥 WHALE ACTIVITY,165.43,27529534.0,870.16,2,7,2026-03-16,2026-03-20,3,9,31601.0,27497933.0,🔴,"[{'type': 'CALL', 'strike': 180.0, 'volume': 229.0, 'oi': 0, 'vol_oi_ratio': 229.0, 'last_price': 0.8, 'premium': 18320.0, 'itm': False, 'implied_volatility': 0.12500875}, {'type': 'CALL', 'strike': 190.0, 'volume': 699.0, 'oi': 0, 'vol_oi_ratio': 699.0, 'last_price': 0.19, 'premium': 13281.0, 'itm': False, 'implied_volatility': 0.2500075}]","[{'type': 'PUT', 'strike': 290.0, 'volume': 983.0, 'oi': 0, 'vol_oi_ratio': 983.0, 'last_price': 127.71, 'premium': 12553893.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 220.0, 'volume': 792.0, 'oi': 0, 'vol_oi_ratio': 792.0, 'last_price': 56.44, 'premium': 4470048.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 280.0, 'volume': 330.0, 'oi': 0, 'vol_oi_ratio': 330.0, 'last_price': 118.0, 'premium': 3894000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
ABT,Abbott Laboratories,BEARISH,90,🔥🔥🔥 WHALE ACTIVITY,108.03,17608261.0,513.67,2,5,2026-03-16,2026-03-20,3,7,34213.0,17574048.0,🔴,"[{'type': 'CALL', 'strike': 108.0, 'volume': 142.0, 'oi': 0, 'vol_oi_ratio': 142.0, 'last_price': 1.57, 'premium': 22294.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 110.0, 'volume': 137.0, 'oi': 0, 'vol_oi_ratio': 137.0, 'last_price': 0.87, 'premium': 11919.0, 'itm': False, 'implied_volatility': 0.0312596875}]","[{'type': 'PUT', 'strike': 130.0, 'volume': 2800.0, 'oi': 0, 'vol_oi_ratio': 2800.0, 'last_price': 22.0, 'premium': 6160000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 125.0, 'volume': 3402.0, 'oi': 0, 'vol_oi_ratio': 3402.0, 'last_price': 16.65, 'premium': 5664330.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 120.0, 'volume': 3412.0, 'oi': 0, 'vol_oi_ratio': 3412.0, 'last_price': 11.75, 'premium': 4009100.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
HYMC,Hycroft Mining Holding,BEARISH,90,🔥🔥🔥 WHALE ACTIVITY,37.93,2573667.0,24.11,2,3,2026-03-16,2026-03-20,3,5,102500.0,2471167.0,🔴,"[{'type': 'CALL', 'strike': 40.0, 'volume': 341, 'oi': 0, 'vol_oi_ratio': 341, 'last_price': 2.0, 'premium': 68200.0, 'itm': False, 'implied_volatility': 0.12500875}, {'type': 'CALL', 'strike': 45.0, 'volume': 490, 'oi': 0, 'vol_oi_ratio': 490, 'last_price': 0.7, 'premium': 34300.0, 'itm': False, 'implied_volatility': 0.2500075}]","[{'type': 'PUT', 'strike': 40.0, 'volume': 6312.0, 'oi': 0, 'vol_oi_ratio': 6312.0, 'last_price': 3.66, 'premium': 2310192.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 50.0, 'volume': 110.0, 'oi': 0, 'vol_oi_ratio': 110.0, 'last_price': 12.1, 'premium': 133100.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 35.0, 'volume': 223.0, 'oi': 0, 'vol_oi_ratio': 223.0, 'last_price': 1.25, 'premium': 27875.0, 'itm': False, 'implied_volatility': 0.2500075}]"
URI,"United Rentals,",BEARISH,80,🔥🔥🔥 WHALE ACTIVITY,737.22,6651704.0,193.53,2,1,2026-03-16,2026-03-20,3,3,34194.0,6617510.0,🔴,"[{'type': 'CALL', 'strike': 945.0, 'volume': 414.0, 'oi': 0.0, 'vol_oi_ratio': 414.0, 'last_price': 0.46, 'premium': 19044.0, 'itm': False, 'implied_volatility': 0.500005}, {'type': 'CALL', 'strike': 810.0, 'volume': 101.0, 'oi': 0.0, 'vol_oi_ratio': 101.0, 'last_price': 1.5, 'premium': 15150.0, 'itm': False, 'implied_volatility': 0.12500875}]","[{'type': 'PUT', 'strike': 1100.0, 'volume': 290.0, 'oi': 0.0, 'vol_oi_ratio': 290.0, 'last_price': 228.19, 'premium': 6617510.000000001, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
GPN,Global Payments,BULLISH,70,🔥🔥 STRONG FLOW,68.67,517949.0,0.09,3,1,2026-03-16,2026-03-20,3,4,474810.0,43139.0,🟢,"[{'type': 'CALL', 'strike': 60.0, 'volume': 300.0, 'oi': 0, 'vol_oi_ratio': 300.0, 'last_price': 10.9, 'premium': 327000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 65.0, 'volume': 150.0, 'oi': 0, 'vol_oi_ratio': 150.0, 'last_price': 8.45, 'premium': 126750.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 70.0, 'volume': 156.0, 'oi': 0, 'vol_oi_ratio': 156.0, 'last_price': 1.35, 'premium': 21060.000000000004, 'itm': False, 'implied_volatility': 0.062509375}]","[{'type': 'PUT', 'strike': 70.0, 'volume': 179.0, 'oi': 0, 'vol_oi_ratio': 179.0, 'last_price': 2.41, 'premium': 43139.00000000001, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
PODD,Insulet,BEARISH,70,🔥🔥 STRONG FLOW,219.84,839510.0,999.0,0,1,2026-03-16,2026-03-20,3,1,0.0,839510.0,🔴,[],"[{'type': 'PUT', 'strike': 290.0, 'volume': 179.0, 'oi': 0.0, 'vol_oi_ratio': 179.0, 'last_price': 46.9, 'premium': 839510.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
ALLY,Ally Financial,BULLISH,70,🔥🔥 STRONG FLOW,36.14,940800.0,0.0,2,0,2026-03-16,2026-03-20,3,2,940800.0,0.0,🟢,"[{'type': 'CALL', 'strike': 25.0, 'volume': 320, 'oi': 0, 'vol_oi_ratio': 320, 'last_price': 17.5, 'premium': 560000.0, 'itm': True, 'implied_volatility': 4.677738527832031}, {'type': 'CALL', 'strike': 20.0, 'volume': 170, 'oi': 0, 'vol_oi_ratio': 170, 'last_price': 22.4, 'premium': 380799.99999999994, 'itm': True, 'implied_volatility': 6.394533256835938}]",[]
APTV,Aptiv PLC,BEARISH,60,🔥 NOTABLE FLOW,70.5,121500.0,999.0,0,1,2026-03-16,2026-03-20,3,1,0.0,121500.0,🔴,[],"[{'type': 'PUT', 'strike': 77.5, 'volume': 180.0, 'oi': 0, 'vol_oi_ratio': 180.0, 'last_price': 6.75, 'premium': 121500.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
CSGP,CSGP,BEARISH,60,🔥 NOTABLE FLOW,43.63,333910.0,13.84,1,1,2026-03-16,2026-03-20,3,2,22500.0,311410.0,🔴,"[{'type': 'CALL', 'strike': 110.0, 'volume': 125.0, 'oi': 0, 'vol_oi_ratio': 125.0, 'last_price': 1.8, 'premium': 22500.0, 'itm': False, 'implied_volatility': 1.000005}]","[{'type': 'PUT', 'strike': 65.0, 'volume': 149.0, 'oi': 0, 'vol_oi_ratio': 149.0, 'last_price': 20.9, 'premium': 311410.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
EXE,EXE,BULLISH,60,🔥 NOTABLE FLOW,107.02,426180.0,0.27,1,1,2026-03-16,2026-03-20,3,2,336820.0,89360.0,🟢,"[{'type': 'CALL', 'strike': 75.0, 'volume': 110.0, 'oi': 0, 'vol_oi_ratio': 110.0, 'last_price': 30.62, 'premium': 336820.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 90.0, 'volume': 11170.0, 'oi': 0, 'vol_oi_ratio': 11170.0, 'last_price': 0.08, 'premium': 89360.0, 'itm': False, 'implied_volatility': 0.2500075}]"
AMRZ,Amrize,BULLISH,60,🔥 NOTABLE FLOW,55.55,203600.0,0.0,2,0,2026-03-16,2026-03-20,3,2,203600.0,0.0,🟢,"[{'type': 'CALL', 'strike': 47.5, 'volume': 104.0, 'oi': 0, 'vol_oi_ratio': 104.0, 'last_price': 17.5, 'premium': 182000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 57.5, 'volume': 180.0, 'oi': 0, 'vol_oi_ratio': 180.0, 'last_price': 1.2, 'premium': 21600.0, 'itm': False, 'implied_volatility': 0.062509375}]",[]
CDNS,CDNS,NEUTRAL,50,🔥 NOTABLE FLOW,287.03,22010.0,0.87,1,1,2026-03-16,2026-03-20,3,2,11750.0,10260.0,🟡,"[{'type': 'CALL', 'strike': 350.0, 'volume': 235.0, 'oi': 0.0, 'vol_oi_ratio': 235.0, 'last_price': 0.5, 'premium': 11750.0, 'itm': False, 'implied_volatility': 0.2500075}]","[{'type': 'PUT', 'strike': 145.0, 'volume': 180.0, 'oi': 0.0, 'vol_oi_ratio': 180.0, 'last_price': 0.57, 'premium': 10260.0, 'itm': False, 'implied_volatility': 0.500005}]"
POOL,POOL,BULLISH,50,🔥 NOTABLE FLOW,206.64,19700.0,0.0,1,0,2026-03-16,2026-03-20,3,1,19700.0,0.0,🟢,"[{'type': 'CALL', 'strike': 320.0, 'volume': 100.0, 'oi': 0, 'vol_oi_ratio': 100.0, 'last_price': 1.97, 'premium': 19700.0, 'itm': False, 'implied_volatility': 0.500005}]",[]
ROP,"Roper Technologies,",BULLISH,50,🔥 NOTABLE FLOW,351.0,82890.0,0.0,1,0,2026-03-16,2026-03-20,3,1,82890.0,0.0,🟢,"[{'type': 'CALL', 'strike': 370.0, 'volume': 614.0, 'oi': 0, 'vol_oi_ratio': 614.0, 'last_price': 1.35, 'premium': 82890.00000000001, 'itm': False, 'implied_volatility': 0.12500875}]",[]
AMR,"Alpha Metallurgical Resources,",BEARISH,50,🔥 NOTABLE FLOW,187.86,20832.0,999.0,0,1,2026-03-16,2026-03-20,3,1,0.0,20832.0,🔴,[],"[{'type': 'PUT', 'strike': 155.0, 'volume': 124.0, 'oi': 0, 'vol_oi_ratio': 124.0, 'last_price': 1.68, 'premium': 20832.0, 'itm': False, 'implied_volatility': 0.2500075}]"
NG,NovaGold Resources,BULLISH,50,🔥 NOTABLE FLOW,10.41,28245.0,0.0,1,0,2026-03-16,2026-03-20,3,1,28245.0,0.0,🟢,"[{'type': 'CALL', 'strike': 8.0, 'volume': 105, 'oi': 0, 'vol_oi_ratio': 105, 'last_price': 2.69, 'premium': 28245.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]",[]
VRNS,"Varonis Systems,",BEARISH,50,🔥 NOTABLE FLOW,24.68,28035.0,999.0,0,1,2026-03-16,2026-03-20,3,1,0.0,28035.0,🔴,[],"[{'type': 'PUT', 'strike': 20.0, 'volume': 801, 'oi': 0, 'vol_oi_ratio': 801, 'last_price': 0.35, 'premium': 28034.999999999996, 'itm': False, 'implied_volatility': 0.500005}]"
LAW,"CS Disco,",BEARISH,50,🔥 NOTABLE FLOW,4.51,11000.0,999.0,0,1,2026-03-16,2026-03-20,3,1,0.0,11000.0,🔴,[],"[{'type': 'PUT', 'strike': 5.0, 'volume': 100.0, 'oi': 0, 'vol_oi_ratio': 100.0, 'last_price': 1.1, 'premium': 11000.000000000002, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
VERX,VERX,BULLISH,50,🔥 NOTABLE FLOW,13.3,15876.0,0.0,1,0,2026-03-16,2026-03-20,3,1,15876.0,0.0,🟢,"[{'type': 'CALL', 'strike': 15.0, 'volume': 252, 'oi': 0, 'vol_oi_ratio': 252, 'last_price': 0.63, 'premium': 15876.0, 'itm': False, 'implied_volatility': 0.2500075}]",[]
